"pid","gene","genes"
"Q99N64","Gmcl2","Gmcl2 Btbd35f1 Gmcl1l Gmcl1p1"
"Q99N84","Mrps18b","Mrps18b"
"Q99N85","Mrps18a","Mrps18a"
"Q99N87","Mrps5","Mrps5"
"Q99N89","Mrpl43","Mrpl43"
"Q99N91","Mrpl34","Mrpl34"
"Q99N92","Mrpl27","Mrpl27"
"Q99NF8","Ranbp17","Ranbp17"
"Q99NI3","Gtf2ird2","Gtf2ird2"
"Q99P25","Tsnaxip1","Tsnaxip1 Txi1"
"Q99P31","Hspbp1","Hspbp1 Hspbp"
"Q99PG2","Ogfr","Ogfr"
"Q99PG4","Rgs18","Rgs18"
"Q99PR8","Hspb2","Hspb2"
"Q99PS0","Krt23","Krt23 Haik1 Krt1-23"
"Q9CPQ1","Cox6c","Cox6c"
"Q9CPQ5","Cenpq","Cenpq"
"Q9CPQ8","Atp5mg","Atp5mg Atp5l"
"Q9CPR5","Mrpl15","Mrpl15"
"Q9CPT0","Bcl2l14","Bcl2l14"
"Q9CPT3","Nanp","Nanp Hdhd4"
"Q9CPT5","Nop16","Nop16 D13Wsu177e"
"Q9CPU2","Ndufb2","Ndufb2"
"Q9CPV1","Ska1","Ska1"
"Q9CPV3","Mrpl42","Mrpl42 D10Ertd322e Mrps32"
"Q9CPW5","Ssr2","Ssr2"
"Q9CPW7","Zmat2","Zmat2"
"Q9CPX3","Lyzl1","Lyzl1 Lyc2"
"Q9CPX7","Mrps16","Mrps16 Rpms16"
"Q9CPX8","Uqcr11","Uqcr11 Uqcr"
"Q9CPY0","Mrm2","Mrm2 Ftsj2"
"Q9CPY1","Mrpl51","Mrpl51 Mrp64"
"Q9CPY6","Gid4","Gid4"
"Q9CPZ8","Cmc1","Cmc1"
"Q9CQ06","Mrpl24","Mrpl24"
"Q9CQ07","Lrrc18","Lrrc18 Mtlr1"
"Q9CQ18","Rnaseh2c","Rnaseh2c Ayp1"
"Q9CQ25","Mzt2","Mzt2 Fam128b Mozart2"
"Q9CQ28","Dph6","Dph6 Atpbd4"
"Q9CQ31","Asb11","Asb11"
"Q9CQ35","Glipr1l2","Glipr1l2"
"Q9CQ36","Pole4","Pole4"
"Q9CQ44","Tmem218","Tmem218"
"Q9CQ46","Efcab2","Efcab2 Drc8"
"Q9CQ48","Nudcd2","Nudcd2 D11Ertd603e"
"Q9CQ54","Ndufc2","Ndufc2"
"Q9CQ58","Prl8a9","Prl8a9 Prlpc2"
"Q9CQ60","Pgls","Pgls"
"Q9CQ61","Unc50","Unc50"
"Q9CQ65","Mtap","Mtap"
"Q9CQ66","Dynlt2b","Dynlt2b Tctex1d2"
"Q9CQ74","Leprotl1","Leprotl1"
"Q9CQ80","Vps25","Vps25 D11Wsu68e"
"Q9CQ85","Timm22","Timm22 Tim22"
"Q9CQ89","Cuta","Cuta"
"Q9CQ91","Ndufa3","Ndufa3"
"Q9CQA0","Cenpm","Cenpm Pane1"
"Q9CQA1","Trappc5","Trappc5"
"Q9CQA6","Chchd1","Chchd1 Mrps37"
"Q9CQA8","Cep19","Cep19"
"Q9CQA9","Ntpcr","Ntpcr"
"Q9CQC2","Clps","Clps"
"Q9CQC6","Bzw1","Bzw1 5mp2"
"Q9CQC7","Ndufb4","Ndufb4"
"Q9CQC8","Spg21","Spg21"
"Q9CQD8","Atp6v0e1","Atp6v0e1 Atp6v0e"
"Q9CQE3","Mrps17","Mrps17 Rpms17"
"Q9CQE8","RTRAF","RTRAF"
"Q9CQF0","Mrpl11","Mrpl11"
"Q9CQF4","Mtres1","Mtres1"
"Q9CQF6","Aasdhppt","Aasdhppt"
"Q9CQF8","Mrpl57","Mrpl57 Mrp63"
"Q9CQG0","Tmed6","Tmed6"
"Q9CQH3","Ndufb5","Ndufb5"
"Q9CQI3","Gmfb","Gmfb"
"Q9CQJ1","Higd2a","Higd2a"
"Q9CQJ6","Denr","Denr"
"Q9CQJ8","Ndufb9","Ndufb9"
"Q9CQK1","Znhit3","Znhit3 Trip3"
"Q9CQK3","Rdm1","Rdm1"
"Q9CQL0","Mettl21A","Mettl21A Fam119a"
"Q9CQL4","Mrpl20","Mrpl20"
"Q9CQL5","Mrpl18","Mrpl18"
"Q9CQL7","Mrfap1","Mrfap1 Pam14 MNCb-1039"
"Q9CQM1",NA,NA
"Q9CQN3","Tomm6","Tomm6 Obtp Tom6"
"Q9CQN7","Mrpl41","Mrpl41"
"Q9CQS2","Nop10","Nop10 Nola3"
"Q9CQS3","Fibin","Fibin"
"Q9CQS9","Haus2","Haus2 Cep27"
"Q9CQT1","Mri1","Mri1"
"Q9CQT5","Pomp","Pomp"
"Q9CQU0","Txndc12","Txndc12 Tlp19"
"Q9CQU8","Immp1l","Immp1l"
"Q9CQV3","Serpinb11","Serpinb11"
"Q9CQW0","Emc6","Emc6 Tmem93"
"Q9CQW5","Lgals2","Lgals2"
"Q9CQX0","Otub2","Otub2"
"Q9CQY7","Mmd","Mmd Paqr11"
"Q9CQY8","Tm4sf20","Tm4sf20"
"Q9CQY9","Ndufc1","Ndufc1"
"Q9CQZ1","Hsbp1","Hsbp1"
"Q9CQZ5","Ndufa6","Ndufa6"
"Q9CQZ6","Ndufb3","Ndufb3"
"Q9CQZ7","Polr3k","Polr3k"
"Q9CR00","Psmd9","Psmd9"
"Q9CR02","Tma16","Tma16"
"Q9CR08","Pop4","Pop4 Rpp29"
"Q9CR13","Fmc1","Fmc1"
"Q9CR20","Ier3ip1","Ier3ip1"
"Q9CR27","Washc3","Washc3 Ccdc53"
"Q9CR46","Ska2","Ska2 Fam33a"
"Q9CR47","Nsa2","Nsa2 Tinp1"
"Q9CR59","Gadd45gip1","Gadd45gip1 Mrpl59"
"Q9CR60","Golt1b","Golt1b"
"Q9CR63","Cox16","Cox16"
"Q9CR64","Tmem167a","Tmem167a Tmem167"
"Q9CR70","Lage3","Lage3 Itba2"
"Q9CR76","Tmem186","Tmem186"
"Q9CR80","Fam32a","Fam32a Otag12 MNCb-3154"
"Q9CR88","Mrps14","Mrps14"
"Q9CRA9","Fgfr1op2","Fgfr1op2"
"Q9CRB0","Snx24","Snx24"
"Q9CRB5","Prl7c1","Prl7c1 Prlpo"
"Q9CRB8","Mtfp1","Mtfp1 Mtp18"
"Q9CRD2","Emc2","Emc2 Kiaa0103 Ttc35"
"Q9CRG1","Tm7sf3","Tm7sf3"
"Q9CRT8","Xpot","Xpot"
"Q9CSP9","Ttc14","Ttc14 Kiaa1980"
"Q9CSV6","Sft2d3","Sft2d3"
"Q9CT10","Ranbp3","Ranbp3"
"Q9CTH6","Fcf1","Fcf1"
"Q9CTY5","Micu3","Micu3 Efha2"
"Q9CU65","Zmym2","Zmym2 Zfp198 Znf198"
"Q9CUB6","Otud1","Otud1"
"Q9CUL5","Iqca1","Iqca1 Drc11 Iqca"
"Q9CUX1","Thap12","Thap12 Prkrir Thap0"
"Q9CWD3","Nudt17","Nudt17"
"Q9CWD8","Nubpl","Nubpl"
"Q9CWH5","Trmt11","Trmt11"
"Q9CWJ3","Katnbl1","Katnbl1"
"Q9CWK3","Cd2bp2","Cd2bp2"
"Q9CWM2","Cdca4","Cdca4 Hepp"
"Q9CWM4","Pfdn1","Pfdn1"
"Q9CWP8","Pold4","Pold4"
"Q9CWQ0","Dph5","Dph5"
"Q9CWQ2","Zswim7","Zswim7 Sws1"
"Q9CWQ3","Atp23","Atp23 Xrcc6bp1"
"Q9CWR1","Wdr73","Wdr73"
"Q9CWS4","Ints11","Ints11 Cpsf3l"
"Q9CWU9","Nup37","Nup37"
"Q9CWV0","Malsu1","Malsu1"
"Q9CWX2","Ndufaf1","Ndufaf1 Cia30"
"Q9CWY4","Gemin7","Gemin7"
"Q9CWY9","Rpain","Rpain Rip"
"Q9CX11","Utp23","Utp23"
"Q9CX13","Cnih4","Cnih4"
"Q9CX53","Gemin6","Gemin6"
"Q9CX84","Rgs19","Rgs19"
"Q9CX99","Grap","Grap"
"Q9CXA2","L3hypdh","L3hypdh"
"Q9CXC3","Mgme1","Mgme1"
"Q9CXG3","Ppil4","Ppil4"
"Q9CXK8","Nip7","Nip7"
"Q9CXL1","Tmem50a","Tmem50a Smp1"
"Q9CXP4","Arhgap8","Arhgap8"
"Q9CXP8","Gng10","Gng10"
"Q9CXR1","Dhrs7","Dhrs7 Retsdr4"
"Q9CXT7","Tmem192","Tmem192"
"Q9CXV3","Crygf","Crygf"
"Q9CXW2","Mrps22","Mrps22 Rpms22"
"Q9CXX0","Hyls1","Hyls1"
"Q9CXX9","Cuedc2","Cuedc2"
"Q9CXY9","Pigk","Pigk"
"Q9CY00","Ift70b","Ift70b Ttc30b"
"Q9CY16","Mrps28","Mrps28"
"Q9CY18","Snx7","Snx7"
"Q9CY25","Mis12","Mis12"
"Q9CY45","Eef1akmt1","Eef1akmt1 N6amt2"
"Q9CY94","Gins3","Gins3 Psf3"
"Q9CYC3","Tmem39a","Tmem39a"
"Q9CYH2","Prxl2a","Prxl2a Fam213a Pamm"
"Q9CYH5","Gfod2","Gfod2"
"Q9CYI0",NA,NA
"Q9CYK1","Wars2","Wars2"
"Q9CYL5","Glipr2","Glipr2 Gapr1"
"Q9CYN2","Spcs2","Spcs2 Spc25"
"Q9CYQ7","Narf","Narf"
"Q9CYU6","Dph7","Dph7 Wdr85"
"Q9CYX7","Rrp15","Rrp15"
"Q9CYZ8","Ssbp2","Ssbp2 Ssdp2"
"Q9CZ15","Gins1","Gins1 Psf1"
"Q9CZ69","Cmtm6","Cmtm6 Cklfsf6"
"Q9CZ82","Med18","Med18"
"Q9CZ83","Mrpl55","Mrpl55"
"Q9CZ92","Cenpp","Cenpp"
"Q9CZ96","Zcrb1","Zcrb1"
"Q9CZC8","Scrn1","Scrn1 Kiaa0193"
"Q9CZD5","Mtif3","Mtif3"
"Q9CZH3","Psmg3","Psmg3 Pac3"
"Q9CZJ0","Mpped2","Mpped2"
"Q9CZJ1","Utp11","Utp11 Utp11l"
"Q9CZN8","Qrsl1","Qrsl1"
"Q9CZP7","Cdc37l1","Cdc37l1"
"Q9CZR3","Tomm40l","Tomm40l Tomm40b"
"Q9CZR4","Cmtm8","Cmtm8 Cklfsf8"
"Q9CZT4","Polr3e","Polr3e Sin"
"Q9CZU4","Eral1","Eral1 Mera"
"Q9CZV2","Shld3","Shld3 Rinn1"
"Q9CZV5","Supt7l","Supt7l"
"Q9CZW2","Cenpn","Cenpn"
"Q9CZX9","Emc4","Emc4 Tmem85"
"Q9D011","Mplkip","Mplkip Ttdn1"
"Q9D035","Nkain1","Nkain1 Fam77c"
"Q9D061","Acbd6","Acbd6"
"Q9D083","Spc24","Spc24 Spbc24"
"Q9D0A0","Det1","Det1"
"Q9D0A3","Arpin","Arpin"
"Q9D0B1","Znf524","Znf524 Zfp524"
"Q9D0I8","Mrto4","Mrto4 Mrt4"
"Q9D0J8","Ptms","Ptms"
"Q9D0L4","Adck1","Adck1"
"Q9D0L7","Armc10","Armc10"
"Q9D0M1","Prpsap1","Prpsap1"
"Q9D0M2","Cdca7","Cdca7"
"Q9D0N7","Chaf1b","Chaf1b"
"Q9D0N8","Tmem88","Tmem88"
"Q9D0P0","Ebpl","Ebpl Ebrp Erp"
"Q9D0R8","Lsm12","Lsm12"
"Q9D0U1","Dtwd2","Dtwd2"
"Q9D0V8","Cinp","Cinp"
"Q9D0Y8","Mrpl52","Mrpl52"
"Q9D112","Shld1","Shld1 RINN3"
"Q9D113","Dnlz","Dnlz D2Bwg1335e"
"Q9D114","Hddc3","Hddc3 Mesh1"
"Q9D123","Tmem219","Tmem219"
"Q9D136","Ogfod3","Ogfod3"
"Q9D142","Nudt14","Nudt14"
"Q9D168","Ints12","Ints12 Phf22"
"Q9D173","Tomm7","Tomm7"
"Q9D176","Susd3","Susd3"
"Q9D187","Ciao2b","Ciao2b Fam96b Mip18"
"Q9D1B9","Mrpl28","Mrpl28"
"Q9D1C3","Pyurf","Pyurf Pigy Prey"
"Q9D1H0","Rita1","Rita1 Rita"
"Q9D1I5","Mcee","Mcee"
"Q9D1J1","Necap2","Necap2"
"Q9D1L0","Chchd2","Chchd2"
"Q9D1N9","Mrpl21","Mrpl21 D9Wsu149"
"Q9D1P0","Mrpl13","Mrpl13"
"Q9D1Q1","Mphosph6","Mphosph6"
"Q9D1Q4","Dpm3","Dpm3"
"Q9D1R1","Tmem126b","Tmem126b"
"Q9D1X9","Tmem50b","Tmem50b"
"Q9D232","Spns3","Spns3"
"Q9D256","Spink12","Spink12"
"Q9D281","Fam114a1","Fam114a1 Noxp20"
"Q9D287","Bcas2","Bcas2 Dam1"
"Q9D289","Trappc6b","Trappc6b"
"Q9D2C6","Polr3h","Polr3h"
"Q9D2C9","Snapc3","Snapc3"
"Q9D2F5","Stpg1","Stpg1"
"Q9D2F7","Nup210l","Nup210l"
"Q9D2G9","Hhipl2","Hhipl2 Hhip3 Kiaa1822l"
"Q9D2P4","Urm1","Urm1"
"Q9D2Q2","Trmt44","Trmt44 Mettl19"
"Q9D2Q3","Paat","Paat"
"Q9D2Q8","S100a14","S100a14 Gm1020 S100a15"
"Q9D2R4","Tmed11","Tmed11"
"Q9D2R6","Coa3","Coa3 Ccdc56"
"Q9D2R8","Mrps33","Mrps33 Gdap3"
"Q9D2V8","Mfsd10","Mfsd10 Tetran"
"Q9D2W0","Fxyd4","Fxyd4"
"Q9D306","Mgat4c","Mgat4c"
"Q9D321","Slc35a4","Slc35a4"
"Q9D338","Mrpl19","Mrpl19"
"Q9D342","Tmem170a","Tmem170a D8Bwg1414e Tmem170"
"Q9D361","Snrnp48","Snrnp48"
"Q9D384","Snrnp35","Snrnp35 U1snrnpbp"
"Q9D3I6","Krtap7-1","Krtap7-1 Kap7.1 Krtap7.1"
"Q9D3J9","Tasl","Tasl"
"Q9D3N8","Grtp1","Grtp1 Tbc1d6"
"Q9D3P8","Plgrkt","Plgrkt"
"Q9D3S9","Cpvl","Cpvl"
"Q9D3V1","Iqcd","Iqcd Drc10"
"Q9D3V5","Fsip1","Fsip1"
"Q9D3W4","Gpn3","Gpn3 Atpbd1c D5Ertd708e"
"Q9D428","GOLGA7B","GOLGA7B"
"Q9D483","Polr3c","Polr3c"
"Q9D486","Cmip","Cmip Kiaa1694"
"Q9D4C1","Lmntd1","Lmntd1 Ifltd1 Lmna-rs1"
"Q9D4C5","Eaf1","Eaf1"
"Q9D4C9","Clvs1","Clvs1 Rlbp1l1"
"Q9D4D4","Tktl2","Tktl2"
"Q9D4D7","Tmem30c","Tmem30c Cdc50c"
"Q9D4F8","Tubgcp4","Tubgcp4 D2Ertd435e Gcp4"
"Q9D4J3","Dcbld1","Dcbld1"
"Q9D4P0","Arl5b","Arl5b Arl8"
"Q9D4P7","Gstt4","Gstt4"
"Q9D4V0","Etnk1","Etnk1 Eki1"
"Q9D516","Yju2b","Yju2b Ccdc130"
"Q9D529","Wbp2nl","Wbp2nl Pawp"
"Q9D552","Spata17","Spata17 Srg11"
"Q9D563","Tmem114","Tmem114 Cldn26"
"Q9D572","Ubxn11","Ubxn11 D4Bwg1540e Soc Ubxd5"
"Q9D593","Atp6v1e2","Atp6v1e2 Atp6e1"
"Q9D5D8","Cdyl2","Cdyl2"
"Q9D5E4","Drc3","Drc3 Lrrc48"
"Q9D5K4","S100pbp","S100pbp"
"Q9D5R2","Wdr20","Wdr20 Wdr20b Wdr20rt"
"Q9D5R4","Spata1","Spata1"
"Q9D5U0","Lpcat2b","Lpcat2b Aytl1b"
"Q9D5U5","Pudp","Pudp Hdhd1 Hdhd1a"
"Q9D5Y0","Spmip4","Spmip4 C7orf31"
"Q9D600","Gins2","Gins2 Psf2"
"Q9D620","Rab11fip1","Rab11fip1 Rcp"
"Q9D638","Krtap3-2","Krtap3-2 Krtap3-3"
"Q9D646","Krt34","Krt34 Ha4 Krt1-4"
"Q9D695","Serpinb7","Serpinb7"
"Q9D6G9","Cmtm5","Cmtm5 Cklfsf5"
"Q9D6I9","Lurap1","Lurap1 Lrap35a Lrp35a"
"Q9D6J3","Yju2","Yju2 Ccdc94"
"Q9D6J5","Ndufb8","Ndufb8"
"Q9D6K8","Fundc2","Fundc2 Hcbp6"
"Q9D6M3","Slc25a22","Slc25a22 Gc1"
"Q9D6T1","Tube1","Tube1"
"Q9D6W8","Borcs6","Borcs6"
"Q9D6X6","Prss23","Prss23"
"Q9D6Y4","Borcs8","Borcs8"
"Q9D706","Rpap3","Rpap3 D15Ertd682e"
"Q9D742","Ap5s1","Ap5s1"
"Q9D757","Dapl1","Dapl1 Eeda"
"Q9D773","Mrpl2","Mrpl2"
"Q9D780","Slamf9","Slamf9"
"Q9D786","Haus5","Haus5 Kiaa0841"
"Q9D7A6","Srp19","Srp19"
"Q9D7A8","Armc1","Armc1"
"Q9D7B7","Gpx8","Gpx8"
"Q9D7D7","Cldn23","Cldn23"
"Q9D7E3","Ovca2","Ovca2"
"Q9D7F2","Lypd6b","Lypd6b"
"Q9D7G4","Eurl","Eurl D16Ertd472e"
"Q9D7H2","Wdr5b","Wdr5b"
"Q9D7I9","Tgm5","Tgm5"
"Q9D7J4","Cox20","Cox20 Fam36a"
"Q9D7J6","Dnase1l1","Dnase1l1"
"Q9D7M8","Polr2d","Polr2d"
"Q9D7N3","Mrps9","Mrps9"
"Q9D7N6","Mrpl30","Mrpl30"
"Q9D7P7","Clic3","Clic3"
"Q9D7P9","Serpinb12","Serpinb12"
"Q9D7S7","Rpl22l1","Rpl22l1"
"Q9D7V1","Sh2d4a","Sh2d4a"
"Q9D7X8","Ggct","Ggct"
"Q9D7Y9","Slx4ip","Slx4ip"
"Q9D7Z3","Nol7","Nol7 MNCb-1192"
"Q9D819","Ppa1","Ppa1 Pp Pyp"
"Q9D832","Dnajb4","Dnajb4"
"Q9D853","Eef1akmt2","Eef1akmt2 Mettl10"
"Q9D855","Uqcrb","Uqcrb"
"Q9D864","Actr6","Actr6"
"Q9D898","Arpc5l","Arpc5l"
"Q9D8B4","Ndufa11","Ndufa11"
"Q9D8B6","Fam210b","Fam210b"
"Q9D8C2","Tspan13","Tspan13 Tm4sf13"
"Q9D8G5","Reg4","Reg4"
"Q9D8I2","P2ry13","P2ry13 Gpr86"
"Q9D8L5","Ccdc91","Ccdc91 Ggabp"
"Q9D8N0","Eef1g","Eef1g"
"Q9D8N2","Dennd10","Dennd10 Fam45a"
"Q9D8P4","Mrpl17","Mrpl17"
"Q9D8P7","Gtf3c6","Gtf3c6"
"Q9D8T3","Rhebl1","Rhebl1"
"Q9D8U3","Erp27","Erp27"
"Q9D8X2","Ccdc124","Ccdc124"
"Q9D8Y0","Efhd2","Efhd2 Sws1"
"Q9D8Y1","Tmem126a","Tmem126a"
"Q9D8Z1","Ascc1","Ascc1"
"Q9D8Z6","Atg101","Atg101"
"Q9D902","Gtf2e2","Gtf2e2"
"Q9D903","Ebna1bp2","Ebna1bp2 Ebp2"
"Q9D924","Isca1","Isca1 Hbld2"
"Q9D938","Tmem160","Tmem160"
"Q9D979","Chct1","Chct1"
"Q9D9D5","Tmco5a","Tmco5a Tmco5"
"Q9D9G3","Chic2","Chic2"
"Q9D9I1","Spmip10","Spmip10 C5orf48 Tex43"
"Q9D9J2","Cimip4","Cimip4 Ean57 Tex33"
"Q9D9M0","Prss52","Prss52 Tesp3"
"Q9D9N8","Pradc1","Pradc1 Pap21"
"Q9D9P2","Ccdc103","Ccdc103"
"Q9D9R7","Dmrtc1","Dmrtc1 Dmrt8.1 Dmrtc1a"
"Q9D9U4","Tex22","Tex22 Tep22"
"Q9D9W0","Spatc1l","Spatc1l"
"Q9D9Z7","H2bl1","H2bl1 SubH2Bv"
"Q9DA03","Lyrm7","Lyrm7 MZM1L"
"Q9DA16","Izumo2","Izumo2"
"Q9DA57","Spata25","Spata25 Tsg23"
"Q9DA73","Ccdc89","Ccdc89 Boip"
"Q9DAC0","Cmtm2b","Cmtm2b Cklfsf2b"
"Q9DAC9","Pou5f2","Pou5f2 Sprm1"
"Q9DAD0","Cfap276","Cfap276"
"Q9DAD6","Pfn3","Pfn3"
"Q9DAE7",NA,NA
"Q9DAF3","Ddi1","Ddi1"
"Q9DAG4","Spmip9","Spmip9 Tex37 Tsc21"
"Q9DAG9","Phf7","Phf7"
"Q9DAJ2","Tekt1","Tekt1"
"Q9DAJ5","Dynlrb2","Dynlrb2 Dncl2b Dnlc2b"
"Q9DAK3","Rhobtb1","Rhobtb1"
"Q9DAM1","Lrrc34","Lrrc34 Spata34"
"Q9DAM3","Hspb9","Hspb9"
"Q9DAN8","Cst12","Cst12"
"Q9DAN9","Cfap97d1","Cfap97d1"
"Q9DAS9","Gng12","Gng12"
"Q9DAU7","Wfdc2","Wfdc2 He4"
"Q9DAW6","Prpf4","Prpf4"
"Q9DAX9","Appbp2","Appbp2 Kiaa0228"
"Q9DAZ2","Prl2b1","Prl2b1 Prlpk"
"Q9DB25","Alg5","Alg5"
"Q9DB27","Mcts1","Mcts1"
"Q9DB28","Pop5","Pop5"
"Q9DB42","Znf593","Znf593 Zfp593"
"Q9DB43","Zfpl1","Zfpl1"
"Q9DB52","Pabir1","Pabir1 Fam122a"
"Q9DB73","Cyb5r1","Cyb5r1 Nqo3a2"
"Q9DB75","Cdip1","Cdip1"
"Q9DB76","Emc9","Emc9 Cgi112 Fam158a"
"Q9DB91","Med29","Med29 Ixl"
"Q9DBA8","Amdhd1","Amdhd1"
"Q9DBB4","Naa16","Naa16 Narg1l Nat2"
"Q9DBB5","Eif4e3","Eif4e3"
"Q9DBB8","Dhdh","Dhdh"
"Q9DBB9","Cpn2","Cpn2"
"Q9DBJ6","Josd1","Josd1"
"Q9DBL2","Gdap2","Gdap2"
"Q9DBM1","Gpatch1","Gpatch1 Gpatc1"
"Q9DBN4","P33monox","P33monox Kiaa1191"
"Q9DBR3","Armc8","Armc8"
"Q9DBS4","Acoxl","Acoxl"
"Q9DBS5","Klc4","Klc4 Knsl8"
"Q9DBS8","Poc5","Poc5"
"Q9DBU0","Tm9sf1","Tm9sf1"
"Q9DBZ1","Ikbip","Ikbip Ikip"
"Q9DC07","Nebl","Nebl Lnebl"
"Q9DC53","Cpne8","Cpne8"
"Q9DC58","Dram1","Dram1 Dram"
"Q9DC61","Pmpca","Pmpca Inpp5e"
"Q9DC71","Mrps15","Mrps15 Rpms15"
"Q9DCA5","Brix1","Brix1 Brix Bxdc2"
"Q9DCB8","Isca2","Isca2 Hbld1"
"Q9DCE5","Pak1ip1","Pak1ip1"
"Q9DCF9","Ssr3","Ssr3"
"Q9DCH2","Pop7","Pop7 Rpp20"
"Q9DCI9","Mrpl32","Mrpl32 Heg1"
"Q9DCK4","Znf414","Znf414 Zfp414"
"Q9DCL4","Mettl15","Mettl15 Mett5d1"
"Q9DCL8","Ppp1r2","Ppp1r2"
"Q9DCM4","Dnal4","Dnal4 Dnalc4"
"Q9DCN7","Rnft1","Rnft1"
"Q9DCQ3","Golt1a","Golt1a"
"Q9DCQ7","Serpina1f","Serpina1f"
"Q9DCS1","Tmem176a","Tmem176a Gs188 Keg2"
"Q9DCS9","Ndufb10","Ndufb10"
"Q9DCT6","Bap18","Bap18"
"Q9DCT8","Crip2","Crip2 Crp2 Hlp"
"Q9DCU0","Paqr5","Paqr5 Mprg"
"Q9DCU2","Pllp","Pllp Plapi Pmlp Tm4sf11"
"Q9DCU6","Mrpl4","Mrpl4 MNCb-3848"
"Q9DCV4","Rmdn1","Rmdn1 Fam82b"
"Q9DCX1","Mad2l1bp","Mad2l1bp Mad2lbp"
"Q9DCY0","Keg1","Keg1"
"Q9DCZ1","Gmpr","Gmpr Gmpr1"
"Q9DD16","Nudt22","Nudt22"
"Q9DD19","Rassf7","Rassf7"
"Q9DD20","Tmt1b","Tmt1b Mettl7b"
"Q9EP72","Emc7","Emc7 Orf3"
"Q9EPC5","Rbp7","Rbp7"
"Q9EPU4","Cpsf1","Cpsf1 Cpsf160"
"Q9EPX2","Papln","Papln"
"Q9EPX5","Fbxl12","Fbxl12 Fbl12"
"Q9EQ48","V1ra8","V1ra8"
"Q9EQG5","Bean1","Bean1"
"Q9EQI8","Mrpl46","Mrpl46"
"Q9EQM3","Nkx2-4","Nkx2-4 Nkx2d"
"Q9EQQ3","Gpr63","Gpr63"
"Q9EQQ4","Gpr45","Gpr45"
"Q9EQS3","Mycbp","Mycbp Amy1"
"Q9EQX4","Aif1l","Aif1l Iba2"
"Q9ER10","Prss22","Prss22 Bssp4 Prss26"
"Q9ER73","Elp4","Elp4 Paxneb"
"Q9ER81","Tor1aip2","Tor1aip2 Ifrg15"
"Q9ERC3","Sertad3","Sertad3 Rbt1"
"Q9ERD8","Parvg","Parvg"
"Q9ERE2","Krt81","Krt81 Krt2-19"
"Q9ERL7","Gmfg","Gmfg"
"Q9ERN0","Scamp2","Scamp2"
"Q9ERR7","Selenof","Selenof Sep15"
"Q9ERR8","Znf319","Znf319 Zfp319"
"Q9ERS4","Plekha3","Plekha3 Fapp1"
"Q9ERT9","Ppp1r1a","Ppp1r1a"
"Q9ERZ0","Hemgn","Hemgn Ndr"
"Q9ES34","Ube3b","Ube3b"
"Q9ES81","Popdc3","Popdc3 Pop3"
"Q9ESC7","Ypel1","Ypel1"
"Q9ESD6","Cmtm7","Cmtm7 Cklfsf7 Lnv"
"Q9ESG6","P2ry14","P2ry14 Gpr105"
"Q9ESH5","Wfdc1","Wfdc1 Ps20"
"Q9ESL8","Fgf16","Fgf16"
"Q9ESN1","Doc2g","Doc2g"
"Q9ESP1","Sdf2l1","Sdf2l1"
"Q9ESQ8","Npvf","Npvf Rfrp"
"Q9ESV0","Ddx24","Ddx24"
"Q9ESW8","Pgpep1","Pgpep1 Pgpi"
"Q9ET30","Tm9sf3","Tm9sf3 Smbp"
"Q9ET43","Cldn12","Cldn12"
"Q9JHA8","Vwa7","Vwa7 D17h6s56e-3 G7c"
"Q9JHB2","Or7a40","Or7a40 Mor140-1 Olfr19"
"Q9JHE7","Tssc4","Tssc4 MNCb-3063"
"Q9JHG1","Pigp","Pigp Dcrc Dscr5"
"Q9JHH9","Copz2","Copz2"
"Q9JHK0","Prl2a1","Prl2a1 Prlpm"
"Q9JHU9","Isyna1","Isyna1 Ino1"
"Q9JHY3","Wfdc12","Wfdc12 Swam2"
"Q9JHY4","Wfdc15b","Wfdc15b Swam1 Wfdc15"
"Q9JI19","Fibp","Fibp"
"Q9JI83","Plac1","Plac1"
"Q9JIE3","Otor","Otor Mial"
"Q9JII2","Prl5a1","Prl5a1 D13Wsu14e Prlpl"
"Q9JIL5","Tulp4","Tulp4 Tusp"
"Q9JIL6","Gprc5d","Gprc5d"
"Q9JIM5","Yipf7","Yipf7 Yip1b"
"Q9JIT0","Lmbr1","Lmbr1"
"Q9JIT1","Rnf32","Rnf32 Lmbr2"
"Q9JIZ0","Cml1","Cml1"
"Q9JJ80","Rpf2","Rpf2 Bxdc1 MNCb-4285"
"Q9JJA2","Cog8","Cog8 MNCb-5704"
"Q9JJQ0","Pigb","Pigb"
"Q9JJR2","Xlr5c","Xlr5c Xlr5"
"Q9JJT0","Rcl1","Rcl1 Rnac"
"Q9JJU8","Sh3bgrl","Sh3bgrl"
"Q9JJU9","Crybb3","Crybb3"
"Q9JJV0","Cryba4","Cryba4"
"Q9JJV1","Cryba2","Cryba2"
"Q9JJV3","Tmem37","Tmem37 Cacng5 Pr Pr1"
"Q9JJX8","Stk32b","Stk32b Stk32"
"Q9JJY8","Il22b","Il22b Iltifb"
"Q9JK39","Btnl10","Btnl10 Butr1"
"Q9JK84","Pard6g","Pard6g Par6g"
"Q9JKA3","Tas2r103","Tas2r103 Tas2r10"
"Q9JKA5","Gpa33","Gpa33"
"Q9JKF7","Mrpl39","Mrpl39"
"Q9JKK0","Rcan3","Rcan3 Dscr1l2"
